CustomerID,Age,Gender,IncomeLevel,TotalPurchases,AverageOrderValue,CustomerLifetimeValue,EmailEngagementRate,SocialMediaEngagementRate,MobileAppUsage,CustomerServiceInteractions,AverageSatisfactionScore,EmailConversionRate,SocialMediaConversionRate,SearchEngineConversionRate,RepeatCustomer,PremiumMember,HasReturnedItems,DaysSinceRegistration,PurchaseFrequency,AvgPurchaseInterval,CSFrequency,NegativeExperienceIndex,TotalEngagementScore,EngagementToConversionRatio,CLVPerMonth,RepeatAndPremiumFlag,RecencyProxy,CustomerTenure,ChurnRiskScore,IF_AnomalyScore,IF_ChurnFlag,AE_ReconError,AE_ChurnFlag,Both_ChurnFlag
,25.0,4,5,4.0,15.8865094898746,288.7110403087488,0.3323645112525472,0.3796939474463288,0,2.0,6.240881371979748,0.1129550699684041,0.2399476718262589,0.1567757569395271,2,2,0,2010.0,0.0588235294117647,402.2,0.0294117647058823,7.518237256040503,0.356029229349438,2.095598311300181,4.2457505927757175,0,0.9444444444444444,2010.0,0.4536399550878136,0.1422132078194086,0,0.2680369961245278,0,0
CUST00002,34.91932737335036,5,1,6.0,27.63885265517557,181.72505557776844,0.3445742803594345,0.1409878658572782,1,2.0,7.721916903681859,0.3009787413916798,0.2308210372350444,0.2907347701083934,2,0,0,1576.0,0.112079701120797,225.28571428571428,0.037359900373599,4.556166192636281,0.2427810731083563,0.8854832468683056,3.394614985886085,0,0.8992161254199328,1576.0,0.3698791898369415,0.1375474116192717,0,0.2397743164019959,0,0
CUST00003,43.0,4,1,10.0,161.73942548765393,1810.555149730028,0.409655976865889,0.3236597407867683,1,2.0,7.899041671120684,0.1980259042092562,0.1322389023795836,0.0505054690076726,2,0,2,1740.0,0.1694915254237288,158.27272727272728,0.0338983050847457,4.201916657758632,0.3666578588263286,2.888788806818933,30.687375419153017,0,0.855072463768116,1740.0,0.4224288713122682,0.0947367284306512,0,0.2017604370039139,0,0
CUST00004,49.0,1,1,5.0,14.19426270386776,86.21974007502905,0.3567648076203752,0.2684279445349143,3,1.0,7.829458866718619,0.0740974453892843,0.2066438170585194,0.2810671495852702,2,2,0,1775.0,0.0831024930747922,296.0,0.0166204986149584,2.1705411332813807,0.3125963760776448,1.6692240637107718,1.4330150704990978,0,0.9232736572890023,1775.0,0.3951945953118524,0.1043621130399416,0,0.4595230381666234,0,0
CUST00005,29.0,1,5,7.0,1525.593893952288,2112.5759449496786,0.2227030774055542,0.1604265636583856,0,2.0,7.777352694575424,0.1634376528824752,0.2324097764445833,0.326645087457617,2,0,0,1232.0,0.1664025356576862,154.125,0.0475435816164817,4.445294610849151,0.1915648205319698,0.7954297960954477,50.21971342986557,0,0.8573369565217391,1232.0,0.3846101580763917,0.0640525299872499,0,1.031734611832034,1,0
,57.0,3,3,3.0,18.985494543115337,5.788113916694272,0.4839585668059574,0.2268742393362235,4,2.0,4.059193595488387,0.1075970766821166,0.3207413885721604,0.3172167904534266,2,0,2,701.0,0.1231190150478796,175.5,0.082079343365253,11.881612809023226,0.3554164030710904,1.430135339593496,0.2375422948027744,0,0.8903775883069428,701.0,0.5034406277172305,0.0912927812787268,0,0.3622040230810342,0,0
CUST00007,23.0,4,5,5.0,42.48791286775084,288.7110403087488,0.5050866440772344,0.5691960628400938,1,2.0,6.3398548487126245,0.3443784022496238,0.2237739702098927,0.1833133470417889,0,0,0,2404.0,0.0616269515201314,400.8333333333333,0.0246507806080525,7.320290302574751,0.5371413534586641,2.1443661173885933,3.558476256886797,0,0.9419504643962848,2404.0,0.4170041594541963,0.0759457122497804,0,0.3404798999005028,0,0
CUST00008,57.0,4,4,1.0,49.18446198361215,158.35204404950952,0.2996004251901696,0.4005337283727923,0,2.0,8.718546524046717,0.1980259042092562,0.449773749870613,0.1484009920303999,0,0,0,1632.0,0.0180505415162454,816.5,0.0361010830324909,2.562906951906566,0.3500670767814809,1.319010827788896,2.8583401452980057,0,0.9822695035460992,1632.0,0.3431138430403099,0.0907994554194524,0,0.3346134298901092,0,0
CUST00009,43.0,5,1,3.0,199.16379854508511,525.9858707942544,0.4004139559517628,0.3474263315652791,4,2.0,6.956161577898839,0.055744047821995,0.2074916772064487,0.19222630016271,2,0,2,2540.0,0.0350194552529182,635.25,0.0233463035019455,6.087676844202322,0.3739201437585209,2.462890385062546,6.139912888648884,0,0.9661654135338344,2540.0,0.4375907736881314,0.0952754205497827,0,0.3352414164940634,0,0
CUST00010,16.0,4,1,5.0,67.21954826669362,449.88296198245,0.4709170181804331,0.4006357790003175,4,2.0,4.202159602641437,0.143863186214939,0.2503721005219939,0.1085016391814238,2,0,0,1388.0,0.1057827926657263,231.5,0.0423131170662905,11.595680794717126,0.4357763985903753,2.600408538038874,9.517975218246477,0,0.9043367346938777,1388.0,0.5195975569181965,0.1149909658925336,0,0.326885719651533,0,0
CUST00011,64.0,4,3,4.0,19.99373126361249,60.10942807931538,0.2826489484032198,0.0023778099134227,4,2.0,8.793455301886159,0.0972732732035176,0.2398639119773212,0.2963929160307004,2,0,2,735.0,0.1568627450980392,147.2,0.0784313725490196,2.413089396227683,0.1425133791583212,0.674850511610768,2.3572324736986423,0,0.8644067796610171,735.0,0.3752550725465826,0.0980506669614254,0,0.4140645306221978,0,0
CUST00012,28.0,5,1,4.0,23.935587018968697,288.7110403087488,0.3396751912731396,0.1863511141677929,2,1.0,8.785575522629003,0.1842804869064392,0.1129636041718942,0.1985151600456089,1,1,0,2740.0,0.0433212996389891,548.2,0.0108303249097472,1.2144244773709971,0.2630131527204662,1.5915682494432926,3.126834371574897,1,0.9584775086505192,2740.0,0.3735805983108618,0.0727534119738623,0,0.7302760464220948,1,0
